case,hypothesis,representation_family,sharing_strategy,source,confidence,novelty,expected_gain,status,reason,created_by,created_at
ex267,udiv_divisor_constant_actions,divisor-keyed constant quotient arms,frontend-only r74; materially distinct source family; current_frontend_adp=4080,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 9197 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex270,square_block_decomposition,low4/high4 square plus one cross product,frontend-only r74; materially distinct source family; current_frontend_adp=3230,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 5640 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex270,square_lowbits_constant_decomposition,low3 square case plus high arithmetic square/cross,frontend-only r74; materially distinct source family; current_frontend_adp=3230,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 5832 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex273,square_block_decomposition,low7/high7 square plus one cross product,frontend-only r74; materially distinct source family; current_frontend_adp=26301,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 55366 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex273,square_lowbits_constant_decomposition,low4 square case plus high arithmetic square/cross,frontend-only r74; materially distinct source family; current_frontend_adp=26301,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 45936 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex274,square_block_decomposition,low8/high8 square plus one cross product,frontend-only r74; materially distinct source family; current_frontend_adp=41370,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 76362 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex274,square_lowbits_constant_decomposition,low4 square case plus high arithmetic square/cross,frontend-only r74; materially distinct source family; current_frontend_adp=41370,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 68418 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex276,isqrt_word_priority_thresholds,whole-word descending square threshold priority ladder,frontend-only r74; materially distinct source family; current_frontend_adp=1010,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 4260 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex276,isqrt_restoring_digit_loop,combinational restoring square-root loop,frontend-only r74; materially distinct source family; current_frontend_adp=1010,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 2375 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex297,cyclic 2-bit adjacent selector output-cluster overlay,pairsel current source with selector-2/3 adjacent PO clusters borrowed from sel2-cluster source,current paired selector/cell template plus one adjacent-selector predicate and two selected output clusters,frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74,medium,explore,medium,tested_nonwinning,official OK ADP 426224 did not beat current global frontend best/reference,sub-unknown-rot2-r74,2026-06-13
ex297,cyclic 2-bit pair-xor cell-local hybrid,pairsel current source with cell-local template selected per output cell by adjacent selector xor,paired selector/cell template plus cell-local inversion source under per-cell selector-pair predicates,frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74,medium,explore,medium,tested_nonwinning,official OK ADP 425744 did not beat current global frontend best/reference,sub-unknown-rot2-r74,2026-06-13
ex299,cyclic 2-bit adjacent selector output-cluster overlay,sel2-cluster current source with adjacent selector-2/3 PO clusters borrowed from cell-local source,sel2 cluster BDD current source plus adjacent selector predicate and two cell-local selected clusters,frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74,medium,explore,medium,tested_nonwinning,official OK ADP 1778958 did not beat current global frontend best/reference,sub-unknown-rot2-r74,2026-06-13
ex299,cyclic 2-bit pair-xor pairsel hybrid,sel2-cluster current source with pairsel template selected per output cell by adjacent selector xor,sel2 cluster BDD source plus paired selector/cell-bit template roots under per-cell selector-pair predicates,frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74,medium,explore,medium,tested_nonwinning,official OK ADP 1778220 did not beat current global frontend best/reference,sub-unknown-rot2-r74,2026-06-13
ex285,hamming-weight routing boundary-state factoring,exact popcount-3 direct source overlay on current exact source,reuse current source and override only three-hot boundary rows,frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74,medium,explore,medium,tested_nonwinning,official OK ADP 14195 did not beat current global frontend best/reference,sub-unknown-route-state-r74,2026-06-13
ex285,route-state selected PO cofactor sharing,four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key,one inner BDD node pool shared across four selected outputs and all outer-key cofactors,frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74,medium,explore,medium,tested_nonwinning,official OK ADP 20640 did not beat current global frontend best/reference,sub-unknown-route-state-r74,2026-06-13
ex288,hamming-weight routing boundary-state factoring,exact popcount-3 direct source overlay on current exact source,reuse current source and override only three-hot boundary rows,frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74,medium,explore,medium,tested_nonwinning,official OK ADP 34350 did not beat current global frontend best/reference,sub-unknown-route-state-r74,2026-06-13
ex288,route-state selected PO cofactor sharing,four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key,one inner BDD node pool shared across four selected outputs and all outer-key cofactors,frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74,medium,explore,medium,tested_nonwinning,official OK ADP 90000 did not beat current global frontend best/reference,sub-unknown-route-state-r74,2026-06-13
ex292,global state/permutation-like transform root regrouping,mod5 output residue-plane BDD pools with center-out input order,separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys,frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74,medium,explore,medium,tested_nonwinning,official OK ADP 846101 did not beat current global frontend best/reference,sub-unknown-route-state-r74,2026-06-13
ex292,global state/permutation-like transform root regrouping,mirrored edge/center output-pair BDD pools with mixed outside-center input order,separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys,frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74,medium,explore,medium,tested_nonwinning,official OK ADP 435886 did not beat current global frontend best/reference,sub-unknown-route-state-r74,2026-06-13
ex294,global state/permutation-like transform root regrouping,mod4 output residue-plane BDD pools with outside-in input order,separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys,frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74,medium,explore,medium,tested_nonwinning,official OK ADP 249619 did not beat current global frontend best/reference,sub-unknown-route-state-r74,2026-06-13
ex294,global state/permutation-like transform root regrouping,mirrored edge/center output-pair BDD pools with center-out input order,separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys,frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74,medium,explore,medium,tested_nonwinning,official OK ADP 3869046 did not beat current global frontend best/reference,sub-unknown-route-state-r74,2026-06-13
ex266,udiv selected q4 semantic override,current cofactor wordmux low bits plus exact q4 formula,shared current cofactor wordmux for q3:q0 and simple dbz or b1 q4 predicate,frontend_source_parallel_round74_20260613_1438/sub-fp16-int-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 1836 did not beat current frontend/reference,sub-fp16-int-hybrid-r74,2026-06-13
ex240,E4M3FN packed add source hybrid,action sign plus r64 selected-output high magnitude plus r68 formula low bits,three exact source families sliced as sign/high/low producers over shared input field decode,frontend_source_parallel_round74_20260613_1438/sub-fp8-mid-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 30080 did not beat current frontend/reference,sub-fp8-mid-hybrid-r74,2026-06-13
ex240,E4M3FN packed add source hybrid,r64 sign plus r68 direct-cancel high magnitude plus action low bits,three exact source families sliced as sign/high/low producers over shared input field decode,frontend_source_parallel_round74_20260613_1438/sub-fp8-mid-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 28575 did not beat current frontend/reference,sub-fp8-mid-hybrid-r74,2026-06-13
ex241,E4M3FN packed multiply high byte times low byte source hybrid,action sign plus nested product high magnitude plus shared-wire low bits,three exact product source families sliced as sign/high/low producers over shared sign/exp/product semantics,frontend_source_parallel_round74_20260613_1438/sub-fp8-mid-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 17760 did not beat current frontend/reference,sub-fp8-mid-hybrid-r74,2026-06-13
ex241,E4M3FN packed multiply high byte times low byte source hybrid,shared-wire sign plus action high magnitude plus nested product low bits,three exact product source families sliced as sign/high/low producers over shared sign/exp/product semantics,frontend_source_parallel_round74_20260613_1438/sub-fp8-mid-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 19705 did not beat current frontend/reference,sub-fp8-mid-hybrid-r74,2026-06-13
ex245,E5M2FN packed add source hybrid,action sign plus active-table high magnitude plus gap-class low bits,three exact E5M2 add source families sliced as sign/high/low producers over sorted field decode,frontend_source_parallel_round74_20260613_1438/sub-fp8-mid-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 24955 did not beat current frontend/reference,sub-fp8-mid-hybrid-r74,2026-06-13
ex245,E5M2FN packed add source hybrid,active-table sign plus gap-class high magnitude plus action low bits,three exact E5M2 add source families sliced as sign/high/low producers over sorted field decode,frontend_source_parallel_round74_20260613_1438/sub-fp8-mid-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 25200 did not beat current frontend/reference,sub-fp8-mid-hybrid-r74,2026-06-13
ex244,E4M3FN packed hypot abs high low,source_hybrid_field_select_a_upper_b_lower,upper_out_maxeff_delta_bdd_expfirst_lower_out_shared_truth_bdd_interleaved_with_yosys_pruned_unused_cones,frontend_source_parallel_round74_20260613_1438/sub-fp8-worst-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 11592 did not beat current frontend/reference,sub-fp8-worst-hybrid-r74,2026-06-13
ex244,E4M3FN packed hypot abs high low,source_hybrid_field_select_b_upper_a_lower,upper_out_shared_truth_bdd_interleaved_lower_out_maxeff_delta_bdd_expfirst_with_yosys_pruned_unused_cones,frontend_source_parallel_round74_20260613_1438/sub-fp8-worst-hybrid-r74,medium,explore,medium,tested_nonwinning,official OK ADP 12099 did not beat current frontend/reference,sub-fp8-worst-hybrid-r74,2026-06-13
